,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New column
2056,PA,65,415,No,Yes,23,224.2,106.0,38.11,189.6,100.0,16.12,222.8,75.0,10.03,9.8,4,2.65,0.0,False,48.14
2057,AK,52,510,No,No,0,148.3,83.0,25.21,181.6,79.0,15.44,155.6,104.0,7.0,8.3,6,2.24,3.0,False,32.21
2058,MS,136,415,No,Yes,24,174.6,76.0,29.68,176.6,114.0,15.01,214.4,91.0,9.65,8.8,5,2.38,2.0,False,39.33
2059,IA,75,415,No,No,0,138.5,110.0,23.55,153.2,86.0,13.02,215.6,103.0,9.7,11.1,7,3.0,1.0,False,33.25
2060,WY,146,408,No,No,0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80.0,10.27,12.6,2,3.4,1.0,False,28.8
2061,NE,105,408,No,No,0,162.3,99.0,27.59,212.5,95.0,18.06,214.7,114.0,9.66,11.1,8,3.0,4.0,False,37.25
2062,ND,48,415,No,No,0,210.8,84.0,35.84,189.6,98.0,16.12,157.6,99.0,7.09,16.4,3,4.43,2.0,False,42.93000000000001
2063,CT,45,415,No,No,0,142.4,107.0,24.21,318.7,78.0,27.09,224.1,108.0,10.08,11.1,7,3.0,1.0,False,34.29
2064,NC,106,415,No,Yes,37,223.5,104.0,38.0,235.1,99.0,19.98,140.1,90.0,6.3,10.6,5,2.86,2.0,False,44.3
2065,CT,33,510,No,No,0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82.0,6.71,7.5,2,2.03,2.0,False,37.74
2066,ND,68,408,No,No,0,219.6,97.0,37.33,141.1,144.0,11.99,205.7,101.0,9.26,10.8,4,2.92,2.0,False,46.589999999999996
2067,WA,106,408,No,No,0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107.0,7.94,12.9,3,3.48,0.0,False,40.849999999999994
2068,NV,141,415,No,No,0,192.4,111.0,32.71,156.9,87.0,13.34,175.8,82.0,7.91,11.0,6,2.97,0.0,False,40.620000000000005
2069,CO,98,408,No,No,0,236.2,122.0,40.15,189.4,110.0,16.1,153.6,104.0,6.91,13.3,4,3.59,0.0,False,47.06
2070,KS,94,510,No,Yes,28,233.2,88.0,39.64,113.3,102.0,9.63,118.0,71.0,5.31,16.1,4,4.35,0.0,False,44.95
2071,CO,65,510,No,No,0,158.8,53.0,27.0,188.5,132.0,16.02,189.3,87.0,8.52,9.8,4,2.65,2.0,False,35.519999999999996
2072,MO,85,415,No,No,0,126.1,112.0,21.44,274.7,126.0,23.35,184.4,95.0,8.3,9.8,4,2.65,1.0,False,29.740000000000002
2073,MA,71,510,No,No,0,290.4,108.0,49.37,253.9,92.0,21.58,263.3,126.0,11.85,10.1,5,2.73,3.0,True,61.22
2074,NY,112,408,No,Yes,30,60.6,113.0,10.3,165.9,96.0,14.1,132.8,99.0,5.98,13.3,7,3.59,0.0,False,16.28
2075,AK,110,415,No,No,0,148.4,95.0,25.23,193.8,98.0,16.47,206.0,106.0,9.27,6.9,6,1.86,0.0,False,34.5
2076,WI,111,415,No,No,0,246.5,108.0,41.91,216.3,89.0,18.39,179.6,99.0,8.08,12.7,3,3.43,2.0,False,49.989999999999995
2077,NH,74,408,No,No,0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4,2.62,2.0,True,60.34
2078,TN,105,510,No,No,0,119.3,82.0,20.28,185.1,111.0,15.73,157.0,74.0,7.07,10.9,4,2.94,2.0,False,27.35
2079,NY,40,408,No,No,0,242.5,82.0,41.23,232.9,97.0,19.8,154.0,86.0,6.93,9.6,7,2.59,0.0,False,48.16
2080,GA,128,408,Yes,Yes,18,222.1,89.0,37.76,160.6,109.0,13.65,218.8,102.0,9.85,13.6,2,3.67,0.0,True,47.61
2081,MN,123,408,No,No,0,236.2,135.0,40.15,273.9,88.0,23.28,227.0,77.0,10.22,10.1,6,2.73,2.0,True,50.37
2082,MI,122,510,No,No,0,144.2,87.0,24.51,212.2,74.0,18.04,169.3,87.0,7.62,9.5,4,2.57,0.0,False,32.13
2083,ID,114,408,No,Yes,19,154.6,100.0,26.28,241.6,109.0,20.54,160.0,112.0,7.2,12.6,1,3.4,3.0,False,33.480000000000004
2084,CT,102,415,No,Yes,25,137.4,100.0,23.36,176.7,83.0,15.02,188.2,93.0,8.47,10.2,6,2.75,2.0,False,31.83
2085,NC,126,415,No,No,0,103.7,93.0,17.63,127.0,107.0,10.8,329.3,66.0,14.82,14.4,1,3.89,0.0,False,32.45
2086,LA,150,415,No,No,0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78.0,7.25,12.2,2,3.29,4.0,True,30.47
2087,NJ,60,408,No,No,0,289.8,101.0,49.27,255.6,115.0,21.73,242.8,76.0,10.93,11.7,4,3.16,2.0,True,60.2
2088,TX,123,408,No,No,0,260.9,85.0,44.35,168.5,103.0,14.32,178.3,91.0,8.02,13.3,5,3.59,3.0,False,52.370000000000005
2089,CA,138,510,Yes,No,0,196.2,129.0,33.35,176.5,86.0,15.0,232.4,108.0,10.46,15.2,1,4.1,0.0,True,43.81
2090,MD,29,510,No,No,0,195.6,71.0,33.25,126.4,74.0,10.74,148.6,87.0,6.69,14.2,4,3.83,1.0,False,39.94
2091,WY,111,415,No,No,0,222.2,96.0,37.77,162.5,111.0,13.81,184.9,120.0,8.32,11.9,7,3.21,4.0,False,46.09
2092,TX,37,510,Yes,No,0,172.9,119.0,29.39,183.0,86.0,15.56,226.4,100.0,10.19,9.8,1,2.65,0.0,True,39.58
2093,CA,111,408,No,No,0,249.8,109.0,42.47,242.4,106.0,20.6,231.8,78.0,10.43,11.6,4,3.13,0.0,True,52.9
2094,UT,81,510,No,No,0,154.5,84.0,26.27,216.2,91.0,18.38,229.8,82.0,10.34,13.7,3,3.7,1.0,False,36.61
2095,WA,46,510,No,No,0,90.4,108.0,15.37,276.2,77.0,23.48,146.5,111.0,6.59,12.7,2,3.43,1.0,False,21.96
2096,MS,69,510,No,Yes,27,268.8,78.0,45.7,246.6,89.0,20.96,271.9,102.0,12.24,16.4,3,4.43,0.0,False,57.940000000000005
2097,OH,125,408,No,No,0,106.1,95.0,18.04,157.6,113.0,13.4,192.5,69.0,8.66,8.1,3,2.19,1.0,False,26.7
2098,KS,43,415,No,No,0,27.0,117.0,4.59,160.9,97.0,13.68,279.5,96.0,12.58,10.7,3,2.89,3.0,False,17.17
2099,RI,127,415,No,Yes,27,140.1,59.0,23.82,223.4,111.0,18.99,257.9,73.0,11.61,3.8,10,1.03,1.0,False,35.43
2100,IN,94,510,No,No,0,245.0,112.0,41.65,180.4,91.0,15.33,262.9,105.0,11.83,9.7,6,2.62,1.0,False,53.48
2101,VT,46,408,No,No,0,196.7,85.0,33.44,205.9,74.0,17.5,216.6,112.0,9.75,11.2,5,3.02,3.0,False,43.19
2102,MT,73,408,No,Yes,26,131.2,98.0,22.3,106.5,97.0,9.05,221.7,96.0,9.98,10.2,6,2.75,2.0,False,32.28
2103,CT,146,408,No,Yes,23,149.6,96.0,25.43,239.8,124.0,20.38,293.5,135.0,13.21,7.4,4,2.0,2.0,False,38.64
2104,NM,93,415,No,No,0,239.8,70.0,40.77,251.8,99.0,21.4,168.6,112.0,7.59,10.9,10,2.94,1.0,False,48.36
2105,OH,52,408,No,Yes,31,142.1,77.0,24.16,193.0,97.0,16.41,253.4,88.0,11.4,11.0,4,2.97,1.0,False,35.56
2106,GA,202,510,No,No,0,115.4,137.0,19.62,178.7,70.0,15.19,185.7,113.0,8.36,6.0,3,1.62,3.0,False,27.98
2107,MN,129,510,No,Yes,31,193.0,99.0,32.81,224.8,87.0,19.11,197.6,91.0,8.89,10.3,8,2.78,2.0,False,41.7
2108,CT,94,415,No,No,0,206.1,49.0,35.04,224.6,115.0,19.09,256.7,74.0,11.55,13.0,1,3.51,1.0,False,46.59
2109,AL,100,415,No,No,0,160.3,138.0,27.25,221.3,92.0,18.81,150.4,120.0,6.77,11.2,2,3.02,0.0,False,34.019999999999996
2110,WV,43,415,No,No,0,199.9,108.0,33.98,288.4,80.0,24.51,180.6,103.0,8.13,11.3,7,3.05,1.0,False,42.11
2111,NH,130,415,No,No,0,213.1,105.0,36.23,206.2,108.0,17.53,163.4,93.0,7.35,8.9,3,2.4,0.0,False,43.58
2112,WY,124,415,No,No,0,178.3,102.0,30.31,235.0,120.0,19.98,239.7,119.0,10.79,10.9,1,2.94,3.0,False,41.099999999999994
2113,VA,92,510,Yes,No,0,252.3,120.0,42.89,207.0,112.0,17.6,284.6,95.0,12.81,12.0,5,3.24,3.0,True,55.7
2114,VT,48,415,No,No,0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81.0,11.0,13.2,5,3.56,4.0,False,44.61
2115,OH,98,510,No,Yes,29,111.1,105.0,18.89,217.9,101.0,18.52,248.1,108.0,11.16,6.6,3,1.78,2.0,False,30.05
2116,MT,100,415,No,No,0,96.5,86.0,16.41,210.2,133.0,17.87,146.4,106.0,6.59,12.5,3,3.38,1.0,True,23.0
2117,MA,79,415,No,No,0,156.9,109.0,26.67,122.2,87.0,10.39,189.1,103.0,8.51,11.3,5,3.05,3.0,False,35.18
2118,VA,164,415,No,No,0,123.3,78.0,20.96,170.0,85.0,14.45,165.9,78.0,7.47,12.7,2,3.43,1.0,False,28.43
2119,NM,105,415,No,No,0,193.7,108.0,32.93,183.2,124.0,15.57,293.7,72.0,13.22,10.8,5,2.92,1.0,False,46.15
2120,AR,89,408,Yes,No,0,206.9,134.0,35.17,167.7,105.0,14.25,155.7,86.0,7.01,10.9,4,2.94,0.0,False,42.18
2121,NE,126,415,No,No,0,249.8,96.0,42.47,261.9,92.0,22.26,166.8,108.0,7.51,12.7,4,3.43,3.0,True,49.98
2122,WY,96,408,No,No,0,144.0,102.0,24.48,224.7,73.0,19.1,227.7,91.0,10.25,10.0,7,2.7,1.0,False,34.730000000000004
2123,IA,120,415,No,Yes,33,299.5,83.0,50.92,163.4,84.0,13.89,146.7,88.0,6.6,11.6,5,3.13,0.0,False,57.52
2124,SC,212,415,No,No,0,226.0,127.0,38.42,304.6,83.0,25.89,181.2,132.0,8.15,12.6,4,3.4,2.0,True,46.57
2125,NC,72,415,No,No,0,137.6,106.0,23.39,143.5,94.0,12.2,273.7,110.0,12.32,9.6,6,2.59,2.0,False,35.71
2126,HI,155,415,Yes,Yes,26,211.7,121.0,35.99,139.2,123.0,11.83,146.7,89.0,6.6,11.1,3,3.0,1.0,False,42.59
2127,UT,89,415,No,No,0,89.7,80.0,15.25,179.8,81.0,15.28,145.7,120.0,6.56,9.5,4,2.57,2.0,False,21.81
2128,WY,126,408,Yes,No,0,197.6,126.0,33.59,246.5,112.0,20.95,285.3,104.0,12.84,12.5,8,3.38,2.0,False,46.43000000000001
2129,AL,172,408,No,No,0,270.0,102.0,45.9,256.6,111.0,21.81,168.5,104.0,7.58,12.0,5,3.24,2.0,True,53.48
2130,VA,75,415,No,No,0,224.7,116.0,38.2,192.0,79.0,16.32,212.2,98.0,9.55,11.3,11,3.05,3.0,False,47.75
2131,WI,143,510,No,No,0,194.3,99.0,33.03,123.6,133.0,10.51,229.5,99.0,10.33,10.2,2,2.75,2.0,False,43.36
2132,FL,166,510,Yes,No,0,47.7,89.0,8.11,264.4,95.0,22.47,235.2,97.0,10.58,13.2,3,3.56,0.0,True,18.689999999999998
2133,KS,132,415,No,No,0,190.1,105.0,32.32,182.2,116.0,15.49,279.8,105.0,12.59,13.0,2,3.51,1.0,False,44.91
2134,NV,94,408,Yes,No,0,89.5,94.0,15.22,339.9,106.0,28.89,172.9,76.0,7.78,7.9,1,2.13,1.0,True,23.0
2135,NY,99,415,No,No,0,182.6,83.0,31.04,154.5,111.0,13.13,196.0,57.0,8.82,12.1,5,3.27,0.0,False,39.86
2136,VA,136,415,No,Yes,35,205.5,86.0,34.94,298.5,119.0,25.37,214.2,104.0,9.64,6.9,4,1.86,1.0,False,44.58
2137,KS,119,415,No,No,0,231.5,82.0,39.36,266.9,97.0,22.69,211.0,118.0,9.49,7.4,10,2.0,1.0,False,48.85
2138,NC,115,510,Yes,No,0,251.3,69.0,42.72,252.5,96.0,21.46,118.3,112.0,5.32,9.9,1,2.67,3.0,True,48.04
2139,MO,160,415,No,No,0,171.2,103.0,29.1,243.5,121.0,20.7,178.2,92.0,8.02,13.0,3,3.51,2.0,False,37.120000000000005
2140,ND,166,510,No,No,0,197.9,89.0,33.64,251.0,113.0,21.34,138.3,85.0,6.22,11.2,2,3.02,2.0,False,39.86
2141,CA,120,510,No,No,0,134.8,94.0,22.92,204.1,106.0,17.35,238.4,109.0,10.73,6.7,8,1.81,1.0,False,33.650000000000006
2142,WV,173,415,No,No,0,191.4,114.0,32.54,168.5,138.0,14.32,109.3,99.0,4.92,10.3,3,2.78,1.0,False,37.46
2143,IL,156,415,No,No,0,174.5,65.0,29.67,197.4,116.0,16.78,238.5,86.0,10.73,10.6,2,2.86,0.0,False,40.400000000000006
2144,NY,70,415,No,No,0,177.4,125.0,30.16,226.2,104.0,19.23,254.1,72.0,11.43,10.9,4,2.94,0.0,False,41.59
2145,NV,41,510,No,No,0,182.1,89.0,30.96,211.5,104.0,17.98,207.4,124.0,9.33,6.8,1,1.84,1.0,False,40.29
2146,AL,132,408,No,No,0,222.4,85.0,37.81,165.4,76.0,14.06,208.4,97.0,9.38,11.2,4,3.02,0.0,False,47.190000000000005
2147,KS,47,510,Yes,No,0,47.8,120.0,8.13,178.9,123.0,15.21,152.6,96.0,6.87,13.3,7,3.59,0.0,True,15.0
2148,ND,160,510,No,No,0,121.8,97.0,20.71,89.3,97.0,7.59,150.7,92.0,6.78,10.3,5,2.78,1.0,False,27.490000000000002
2149,OK,180,415,No,No,0,143.5,121.0,24.4,189.3,111.0,16.09,174.9,82.0,7.87,8.8,5,2.38,3.0,False,32.269999999999996
2150,UT,93,415,No,No,0,164.9,68.0,28.03,210.4,86.0,17.88,229.4,104.0,10.32,7.8,4,2.11,2.0,False,38.35
2151,OH,109,415,No,No,0,193.6,58.0,32.91,148.7,115.0,12.64,282.5,105.0,12.71,13.1,1,3.54,2.0,False,45.62
2152,WY,80,510,No,No,0,101.1,121.0,17.19,263.2,110.0,22.37,137.7,74.0,6.2,7.3,5,1.97,0.0,False,23.39
2153,NM,54,415,No,Yes,24,92.3,88.0,15.69,193.1,98.0,16.41,99.3,119.0,4.47,11.6,3,3.13,2.0,False,20.16
2154,AL,121,415,No,No,0,168.9,128.0,28.71,123.9,99.0,10.53,266.3,105.0,11.98,2.9,7,0.78,2.0,False,40.69
2155,DC,157,510,No,Yes,29,219.2,102.0,37.26,206.0,109.0,17.51,192.4,117.0,8.66,15.0,5,4.05,1.0,False,45.92
2156,ID,170,510,No,Yes,37,178.1,130.0,30.28,242.8,103.0,20.64,243.0,93.0,10.93,13.0,4,3.51,0.0,False,41.21
2157,AR,138,510,No,No,0,146.5,101.0,24.91,284.5,142.0,24.18,176.0,98.0,7.92,14.0,6,3.78,3.0,False,32.83
2158,ID,92,415,No,Yes,31,172.3,116.0,29.29,266.2,91.0,22.63,228.2,90.0,10.27,11.8,5,3.19,1.0,False,39.56
2159,TX,126,415,No,No,0,190.9,143.0,32.45,149.7,72.0,12.72,191.4,87.0,8.61,13.0,3,3.51,1.0,False,41.06
2160,NM,41,415,No,No,0,232.1,74.0,39.46,327.1,88.0,27.8,226.5,119.0,10.19,10.9,2,2.94,3.0,True,49.65
2161,WA,167,415,No,No,0,169.2,124.0,28.76,173.3,108.0,14.73,216.5,64.0,9.74,12.4,4,3.35,4.0,True,38.5
2162,UT,91,510,No,No,0,123.8,107.0,21.05,319.0,125.0,27.12,237.6,78.0,10.69,7.3,4,1.97,2.0,False,31.740000000000002
2163,RI,127,510,No,No,0,96.0,117.0,16.32,177.0,68.0,15.05,162.2,127.0,7.3,9.7,4,2.62,3.0,False,23.62
2164,NC,88,408,No,Yes,27,93.4,106.0,15.88,252.0,92.0,21.42,189.0,104.0,8.5,10.9,1,2.94,1.0,False,24.380000000000003
2165,RI,113,415,No,No,0,90.6,130.0,15.4,170.6,100.0,14.5,137.4,74.0,6.18,5.4,9,1.46,1.0,False,21.58
2166,NY,78,510,No,No,0,152.9,81.0,25.99,256.6,82.0,21.81,173.6,112.0,7.81,5.3,6,1.43,2.0,False,33.8
2167,TX,123,408,No,No,0,257.9,92.0,43.84,211.6,71.0,17.99,189.3,104.0,8.52,9.4,2,2.54,2.0,False,52.36
2168,DE,136,408,Yes,Yes,29,85.2,98.0,14.48,230.4,85.0,19.58,243.6,104.0,10.96,9.0,3,2.43,2.0,False,25.44
2169,MS,68,415,No,Yes,34,160.0,72.0,27.2,184.5,119.0,15.68,208.3,101.0,9.37,6.1,10,1.65,1.0,False,36.57
2170,OH,132,415,No,Yes,10,182.9,54.0,31.09,292.4,68.0,24.85,142.3,116.0,6.4,11.5,4,3.11,0.0,False,37.49
2171,LA,133,415,No,No,0,216.2,67.0,36.75,222.2,133.0,18.89,192.0,95.0,8.64,3.1,1,0.84,2.0,False,45.39
2172,FL,127,415,No,No,0,261.7,105.0,44.49,181.8,107.0,15.45,100.9,131.0,4.54,3.3,5,0.89,0.0,False,49.03
2173,WA,110,415,No,No,0,241.2,105.0,41.0,174.3,85.0,14.82,245.3,59.0,11.04,8.5,4,2.3,2.0,False,52.04
2174,WV,121,510,No,No,0,177.2,142.0,30.12,123.5,88.0,10.5,213.2,51.0,9.59,8.4,6,2.27,1.0,False,39.71
2175,NY,116,510,No,No,0,89.5,128.0,15.22,180.8,137.0,15.37,193.1,94.0,8.69,14.0,3,3.78,2.0,False,23.91
2176,NE,112,415,Yes,Yes,16,200.3,72.0,34.05,197.8,91.0,16.81,151.1,92.0,6.8,10.4,3,2.81,1.0,False,40.849999999999994
2177,PA,97,510,Yes,No,0,145.0,103.0,24.65,294.3,93.0,25.02,239.8,120.0,10.79,11.0,2,2.97,4.0,True,35.44
2178,MS,43,510,No,No,0,159.5,99.0,27.12,119.7,149.0,10.17,173.9,126.0,7.83,6.8,3,1.84,2.0,False,34.95
2179,IN,110,415,No,No,0,151.8,106.0,25.81,138.0,126.0,11.73,233.5,112.0,10.51,11.2,8,3.02,3.0,False,36.32
2180,VA,67,408,No,No,0,176.2,120.0,29.95,236.0,138.0,20.06,152.5,104.0,6.86,10.6,4,2.86,1.0,False,36.81
2181,MN,166,408,No,No,0,152.1,95.0,25.86,121.0,105.0,10.29,198.0,126.0,8.91,9.8,5,2.65,0.0,False,34.769999999999996
2182,DE,129,408,No,No,0,161.3,122.0,27.42,220.6,95.0,18.75,224.7,104.0,10.11,9.6,3,2.59,1.0,False,37.53
2183,OR,103,510,Yes,No,0,171.7,78.0,29.19,144.5,86.0,12.28,157.9,106.0,7.11,6.8,3,1.84,3.0,False,36.300000000000004
2184,UT,71,415,No,No,0,278.9,110.0,47.41,190.2,67.0,16.17,255.2,84.0,11.48,11.7,7,3.16,0.0,True,58.89
2185,CT,112,415,No,Yes,27,213.0,121.0,36.21,226.2,101.0,19.23,189.8,99.0,8.54,11.1,3,3.0,4.0,False,44.75
2186,AL,8,415,No,Yes,36,242.9,67.0,41.29,170.9,59.0,14.53,177.3,130.0,7.98,4.8,12,1.3,1.0,False,49.269999999999996
2187,TX,98,415,No,No,0,217.2,121.0,36.92,303.4,73.0,25.79,197.1,71.0,8.87,12.4,2,3.35,0.0,True,45.79
2188,CT,90,415,No,No,0,175.9,111.0,29.9,285.2,115.0,24.24,150.8,122.0,6.79,13.0,7,3.51,1.0,False,36.69
2189,MS,13,415,No,No,0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3,3.11,0.0,True,61.78
2190,AR,58,415,No,No,0,238.9,107.0,40.61,187.2,88.0,15.91,181.1,84.0,8.15,11.8,3,3.19,2.0,False,48.76
2191,CA,137,415,No,Yes,22,189.6,42.0,32.23,179.0,137.0,15.22,179.6,126.0,8.08,11.4,5,3.08,2.0,False,40.309999999999995
2192,MI,116,408,No,No,0,133.3,94.0,22.66,247.8,126.0,21.06,219.0,78.0,9.86,11.3,5,3.05,5.0,True,32.519999999999996
2193,WV,94,415,No,Yes,28,92.7,107.0,15.76,127.8,86.0,10.86,225.6,86.0,10.15,9.9,4,2.67,3.0,False,25.91
2194,DE,87,415,No,No,0,177.2,72.0,30.12,248.9,105.0,21.16,200.8,87.0,9.04,8.6,7,2.32,3.0,False,39.16
2195,FL,120,415,No,No,0,184.5,103.0,31.37,209.0,86.0,17.77,169.7,70.0,7.64,10.2,6,2.75,2.0,False,39.01
2196,AK,97,415,No,Yes,24,176.1,109.0,29.94,159.4,81.0,13.55,269.1,94.0,12.11,12.1,9,3.27,0.0,False,42.05
2197,ID,134,415,No,No,0,204.7,108.0,34.8,143.1,105.0,12.16,165.8,84.0,7.46,11.0,4,2.97,6.0,False,42.26
2198,OH,68,510,No,No,0,143.6,80.0,24.41,134.3,65.0,11.42,215.6,84.0,9.7,15.5,5,4.19,2.0,False,34.11
2199,NH,93,408,No,No,0,179.3,93.0,30.48,188.8,65.0,16.05,253.2,88.0,11.39,12.1,5,3.27,1.0,False,41.870000000000005
2200,MA,120,415,No,No,0,137.3,100.0,23.34,212.2,129.0,18.04,152.7,92.0,6.87,10.5,2,2.84,1.0,False,30.21
2201,SC,41,408,No,No,0,237.8,92.0,40.43,223.5,155.0,19.0,217.4,90.0,9.78,10.2,6,2.75,2.0,False,50.21
2202,OR,80,510,No,No,0,203.7,92.0,34.63,216.4,97.0,18.39,154.2,66.0,6.94,7.6,5,2.05,2.0,False,41.57
2203,OH,83,415,No,Yes,25,191.3,95.0,32.52,250.7,136.0,21.31,249.4,86.0,11.22,17.6,5,4.75,2.0,False,43.74
2204,NC,109,510,Yes,No,0,209.1,141.0,35.55,205.0,93.0,17.43,119.4,111.0,5.37,7.8,3,2.11,2.0,False,40.919999999999995
2205,KY,66,510,No,Yes,33,88.8,104.0,15.1,109.6,94.0,9.32,172.7,107.0,7.77,7.1,9,1.92,3.0,False,22.869999999999997
2206,ID,104,510,No,No,0,97.2,88.0,16.52,155.6,85.0,13.23,261.6,105.0,11.77,12.4,5,3.35,0.0,False,28.29
2207,WA,89,510,No,No,0,137.9,96.0,23.44,192.6,63.0,16.37,255.7,125.0,11.51,11.0,5,2.97,1.0,False,34.95
2208,WV,127,510,No,No,0,224.3,112.0,38.13,185.7,103.0,15.78,159.4,83.0,7.17,10.0,1,2.7,2.0,False,45.300000000000004
2209,RI,117,408,No,Yes,13,207.6,65.0,35.29,152.7,77.0,12.98,232.8,95.0,10.48,9.7,3,2.62,1.0,False,45.769999999999996
2210,KS,128,510,No,No,0,268.1,95.0,45.58,120.5,126.0,10.24,220.8,121.0,9.94,14.4,6,3.89,2.0,False,55.519999999999996
2211,NV,88,415,No,No,0,166.7,61.0,28.34,179.3,88.0,15.24,242.7,131.0,10.92,6.8,7,1.84,4.0,True,39.26
2212,NE,61,408,No,No,0,267.1,104.0,45.41,180.4,131.0,15.33,230.6,106.0,10.38,17.3,4,4.67,1.0,True,55.79
2213,FL,22,415,No,No,0,181.8,108.0,30.91,198.6,148.0,16.88,206.6,96.0,9.3,9.3,3,2.51,2.0,False,40.21
2214,WY,78,415,No,No,0,147.1,80.0,25.01,199.7,100.0,16.97,160.7,106.0,7.23,13.7,7,3.7,0.0,False,32.24
2215,WA,56,415,No,Yes,29,37.7,115.0,6.41,144.1,111.0,12.25,226.6,101.0,10.2,4.9,3,1.32,1.0,False,16.61
2216,CO,192,415,No,No,0,185.0,88.0,31.45,224.9,98.0,19.12,212.4,105.0,9.56,11.4,3,3.08,2.0,False,41.01
2217,WI,70,415,No,No,0,156.4,108.0,26.59,171.0,116.0,14.54,196.1,96.0,8.82,8.6,4,2.32,2.0,False,35.41
2218,KS,148,510,No,No,0,239.3,84.0,40.68,195.7,85.0,16.63,232.6,104.0,10.47,10.9,3,2.94,1.0,False,51.15
2219,RI,65,415,No,Yes,29,215.5,129.0,36.64,161.9,77.0,13.76,128.3,91.0,5.77,8.8,5,2.38,2.0,False,42.41
2220,MT,119,510,No,No,0,134.9,70.0,22.93,211.5,74.0,17.98,188.5,105.0,8.48,11.3,6,3.05,1.0,False,31.41
2221,CO,80,415,No,No,0,194.8,116.0,33.12,209.9,93.0,17.84,194.1,100.0,8.73,12.8,3,3.46,0.0,False,41.849999999999994
2222,CT,152,408,No,Yes,20,239.1,105.0,40.65,209.1,111.0,17.77,268.2,130.0,12.07,13.3,3,3.59,5.0,False,52.72
2223,FL,113,510,No,No,0,92.6,85.0,15.74,177.6,92.0,15.1,159.8,72.0,7.19,14.4,4,3.89,3.0,False,22.93
2224,VT,75,510,No,No,0,209.4,133.0,35.6,211.5,121.0,17.98,291.2,123.0,13.1,7.2,4,1.94,1.0,False,48.7
2225,OH,80,415,No,No,0,197.6,83.0,33.59,164.5,86.0,13.98,94.0,98.0,4.23,6.4,6,1.73,1.0,False,37.82000000000001
2226,NH,148,408,No,No,0,17.6,121.0,2.99,161.7,125.0,13.74,203.1,82.0,9.14,10.6,6,2.86,1.0,False,12.13
2227,RI,63,415,Yes,No,0,62.9,112.0,10.69,202.9,111.0,17.25,259.0,58.0,11.66,8.9,8,2.4,1.0,False,22.35
2228,FL,97,415,No,Yes,28,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3,1.81,1.0,False,45.980000000000004
2229,MD,166,415,No,No,0,136.1,116.0,23.14,181.4,93.0,15.42,131.4,108.0,5.91,11.3,4,3.05,0.0,False,29.05
2230,WY,94,408,No,No,0,207.0,109.0,35.19,167.4,80.0,14.23,238.2,117.0,10.72,2.6,6,0.7,1.0,False,45.91
2231,FL,85,408,No,Yes,33,207.9,95.0,35.34,233.5,88.0,19.85,221.3,92.0,9.96,13.5,3,3.65,1.0,False,45.300000000000004
2232,TN,80,415,Yes,No,0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3,1.94,1.0,True,56.47
2233,NC,210,415,No,Yes,31,313.8,87.0,53.35,147.7,103.0,12.55,192.7,97.0,8.67,10.1,7,2.73,3.0,False,62.02
2234,IN,88,415,Yes,Yes,25,288.5,114.0,49.05,203.4,74.0,17.29,228.4,117.0,10.28,13.0,5,3.51,1.0,False,59.33
2235,IA,100,408,No,No,0,210.9,85.0,35.85,329.3,69.0,27.99,127.1,78.0,5.72,9.4,5,2.54,4.0,False,41.57
2236,WV,154,408,No,Yes,35,64.9,76.0,11.03,184.1,91.0,15.65,151.6,75.0,6.82,14.6,1,3.94,1.0,False,17.85
2237,UT,32,510,No,Yes,26,243.5,137.0,41.4,236.8,108.0,20.13,173.3,149.0,7.8,9.0,9,2.43,1.0,False,49.199999999999996
2238,GA,18,408,No,No,0,197.0,97.0,33.49,203.7,107.0,17.31,202.0,105.0,9.09,8.7,3,2.35,3.0,False,42.58
2239,AK,126,415,No,Yes,31,278.0,88.0,47.26,253.2,65.0,21.52,223.2,114.0,10.04,8.7,4,2.35,0.0,False,57.3
2240,UT,144,510,No,Yes,37,219.9,102.0,37.38,222.1,77.0,18.88,118.5,111.0,5.33,10.0,4,2.7,1.0,False,42.71
2241,MS,29,510,No,No,0,313.2,103.0,53.24,216.3,151.0,18.39,218.4,106.0,9.83,12.8,4,3.46,2.0,True,63.07
2242,AR,86,408,No,Yes,16,145.7,88.0,24.77,191.0,129.0,16.24,215.5,82.0,9.7,11.3,7,3.05,0.0,False,34.47
2243,AK,138,415,No,Yes,37,75.8,102.0,12.89,173.6,147.0,14.76,162.6,96.0,7.32,8.2,13,2.21,0.0,False,20.21
